CNPJ;Razao Social;Codigo do Cliente;Numero do Contrato;DR do Contrato;Codigo do Centro de Custos;Centro de Custos;Numero da Fatura;DR da Fatura;Status da Fatura;Inicio do Ciclo de Faturamento;Fim do Ciclo de Faturamento;Data de Emissao;Data de Vencimento;Data de Pagamento;Data de Cancelamento;Data de Fechamento;;;;;;;;;
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 54,16;R$ 54,16;785752245;OS785752245BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;78740000;RONDONOPOLIS;MT;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,39;R$ 26,39;785752268;OS785752268BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30320000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;200;R$ 26,39;R$ 26,39;785754215;OS785754215BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30330000;BELO HORIZONTE;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;240;R$ 26,39;R$ 26,39;785754255;OS785754255BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30310000;BELO HORIZONTE;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;20;R$ 26,39;R$ 26,39;785754326;OS785754326BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4552000;SAO PAULO;SP;200;1100;1600;0;2000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;20;R$ 26,39;R$ 26,39;785754330;OS785754330BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;15081000;SAO JOSE DO RIO PRETO;SP;200;1100;1600;0;2000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;24/03/2023;3220;SEDEX CONTRATO AG;1;340;R$ 42,92;R$ 42,92;785752413;OS785752413BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;85501000;;;200;1100;1600;0;34000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 9,29;R$ 9,29;785754581;OS785754581BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25650000;PETROPOLIS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;180;R$ 41,82;R$ 41,82;785754649;OS785754649BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;36120000;MATIAS BARBOSA;MG;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;920;R$ 28,61;R$ 28,61;785754745;OS785754745BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4164000;SAO PAULO;SP;200;1100;1600;0;92000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;60;R$ 26,39;R$ 26,39;785752767;OS785752767BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;9530000;SAO CAETANO DO SUL;SP;200;1100;1600;0;6000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;20;R$ 33,79;R$ 33,79;785754900;OS785754900BR;R$ 0,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;2000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;320;R$ 27,50;R$ 27,50;785753396;OS785753396BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;32000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;520;R$ 28,61;R$ 28,61;785753379;OS785753379BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;9530000;SAO CAETANO DO SUL;SP;200;1100;1600;0;52000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;300;R$ 26,39;R$ 26,39;785753365;OS785753365BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6711000;;;200;1100;1600;0;30000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;453;R$ 27,50;R$ 27,50;785754198;OS785754198BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6720000;;;200;1100;1600;0;45300
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;220;R$ 26,39;R$ 26,39;785753569;OS785753569BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5407000;SAO PAULO;SP;200;1100;1600;0;22000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,39;R$ 26,39;785754710;OS785754710BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80730000;CURITIBA;PR;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,39;R$ 26,39;785754723;OS785754723BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80210000;CURITIBA;PR;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;40;R$ 26,39;R$ 26,39;785753422;OS785753422BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30310000;BELO HORIZONTE;MG;200;1100;1600;0;4000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,39;R$ 26,39;785753419;OS785753419BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5777000;SAO PAULO;SP;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,39;R$ 26,39;785753382;OS785753382BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6730000;VARGEM GRANDE PAULISTA;SP;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 41,82;R$ 41,82;785753294;OS785753294BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;84130000;PALMEIRA;PR;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 26,39;R$ 26,39;785753303;OS785753303BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;9691000;SAO BERNARDO DO CAMPO;SP;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 9,29;R$ 9,29;785753317;OS785753317BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25570000;SAO JOAO DE MERITI;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;80;R$ 26,39;R$ 26,39;785753325;OS785753325BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13194000;;;200;1100;1600;0;8000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 36,95;R$ 36,95;785753334;OS785753334BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;89212000;JOINVILLE;SC;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;40;R$ 26,39;R$ 26,39;785753348;OS785753348BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;1128000;SAO PAULO;SP;200;1100;1600;0;4000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 36,95;R$ 36,95;785753351;OS785753351BR;R$ 23,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;88122000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 26,41;R$ 26,41;785754079;OS785754079BR;R$ 25,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31310000;BELO HORIZONTE;MG;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,42;R$ 26,42;785754184;OS785754184BR;R$ 26,38;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;11055000;SANTOS;SP;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 26,50;R$ 26,50;785753158;OS785753158BR;R$ 34,77;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80730000;CURITIBA;PR;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 26,53;R$ 26,53;785752308;OS785752308BR;R$ 37,24;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;5005000;SAO PAULO;SP;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,54;R$ 26,54;785751395;OS785751395BR;R$ 38,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30330000;BELO HORIZONTE;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 26,57;R$ 26,57;785753440;OS785753440BR;R$ 41,61;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31310000;BELO HORIZONTE;MG;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 26,65;R$ 26,65;785752651;OS785752651BR;R$ 49,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30112000;BELO HORIZONTE;MG;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;80;R$ 26,66;R$ 26,66;785752753;OS785752753BR;R$ 50,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6711000;;;200;1100;1600;0;8000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;80;R$ 42,09;R$ 42,09;785753144;OS785753144BR;R$ 50,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;6950000;JUQUITIBA;SP;200;1100;1600;0;8000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;280;R$ 26,66;R$ 26,66;785753135;OS785753135BR;R$ 50,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4773000;SAO PAULO;SP;200;1100;1600;0;28000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;420;R$ 27,79;R$ 27,79;785753555;OS785753555BR;R$ 52,97;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;80045000;CURITIBA;PR;200;1100;1600;0;42000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;13/04/2023;3220;SEDEX CONTRATO AG;1;240;R$ 26,70;R$ 26,70;785754927;OS785754927BR;R$ 54,41;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4709000;SAO PAULO;SP;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,71;R$ 26,71;785753229;OS785753229BR;R$ 55,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30870000;BELO HORIZONTE;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;31/03/2023;3220;SEDEX CONTRATO AG;1;180;R$ 26,73;R$ 26,73;785753467;OS785753467BR;R$ 57,40;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;29066000;;;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;380;R$ 27,84;R$ 27,84;785754034;OS785754034BR;R$ 57,84;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13025000;CAMPINAS;SP;200;1100;1600;0;38000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;16/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 42,21;R$ 42,21;785751404;OS785751404BR;R$ 62,30;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;37540000;SANTA RITA DO SAPUCAI;MG;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 42,25;R$ 42,25;785752183;OS785752183BR;R$ 66,00;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35900000;;;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;680;R$ 51,92;R$ 51,92;785753161;OS785753161BR;R$ 66,28;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;41815000;SALVADOR;BA;200;1100;1600;0;68000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,82;R$ 26,82;785753626;OS785753626BR;R$ 66,60;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31910000;BELO HORIZONTE;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,84;R$ 26,84;785754635;OS785754635BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30494000;;;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,84;R$ 26,84;785753175;OS785753175BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;32600000;;;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,84;R$ 26,84;785753189;OS785753189BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30112000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,84;R$ 26,84;785752033;OS785752033BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 26,84;R$ 26,84;785751761;OS785751761BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30130000;BELO HORIZONTE;MG;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;20/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 26,84;R$ 26,84;785751775;OS785751775BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31030000;BELO HORIZONTE;MG;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;10/04/2023;3220;SEDEX CONTRATO AG;1;240;R$ 26,84;R$ 26,84;785754428;OS785754428BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;34006000;NOVA LIMA;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 9,74;R$ 9,74;785751611;OS785751611BR;R$ 68,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25961000;TERESOPOLIS;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 26,85;R$ 26,85;785753127;OS785753127BR;R$ 69,51;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;707;R$ 29,07;R$ 29,07;785752550;OS785752550BR;R$ 69,62;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;9060000;SANTO ANDRE;SP;200;1100;1600;0;70700
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;21/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 26,86;R$ 26,86;785751982;OS785751982BR;R$ 70,78;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30140000;BELO HORIZONTE;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;360;R$ 27,98;R$ 27,98;785752798;OS785752798BR;R$ 71,59;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;4671000;SAO PAULO;SP;200;1100;1600;0;36000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;240;R$ 26,89;R$ 26,89;785753855;OS785753855BR;R$ 73,38;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35523000;NOVA SERRANA;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;120;R$ 26,90;R$ 26,90;785752965;OS785752965BR;R$ 74,90;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;31270000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;180;R$ 17,90;R$ 17,90;785754459;OS785754459BR;R$ 75,09;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27286000;VOLTA REDONDA;RJ;200;1100;1600;0;18000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;03/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 35,66;R$ 35,66;785753705;OS785753705BR;R$ 75,50;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;35160000;;;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;11/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 26,93;R$ 26,93;785754618;OS785754618BR;R$ 77,44;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;32285000;CONTAGEM;MG;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;620;R$ 20,84;R$ 20,84;785753008;OS785753008BR;R$ 78,76;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;28981000;ARARUAMA;RJ;200;1100;1600;0;62000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;240;R$ 26,94;R$ 26,94;785751585;OS785751585BR;R$ 78,96;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;34006000;NOVA LIMA;MG;200;1100;1600;0;24000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;260;R$ 26,95;R$ 26,95;785752529;OS785752529BR;R$ 79,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30170000;BELO HORIZONTE;MG;200;1100;1600;0;26000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;540;R$ 11,71;R$ 11,71;785754272;OS785754272BR;R$ 80,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25650000;PETROPOLIS;RJ;200;1100;1600;0;54000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 9,86;R$ 9,86;785752740;OS785752740BR;R$ 80,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25261000;DUQUE DE CAXIAS;RJ;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;05/04/2023;3220;SEDEX CONTRATO AG;1;160;R$ 9,86;R$ 9,86;785753970;OS785753970BR;R$ 80,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;26277000;;;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;04/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 9,86;R$ 9,86;785753731;OS785753731BR;R$ 80,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25725000;PETROPOLIS;RJ;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;17/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 9,86;R$ 9,86;785751673;OS785751673BR;R$ 80,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;24934000;MARICA;RJ;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;29/03/2023;3220;SEDEX CONTRATO AG;1;700;R$ 40,62;R$ 40,62;785753011;OS785753011BR;R$ 81,47;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;90450000;PORTO ALEGRE;RS;200;1100;1600;0;70000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;200;R$ 9,89;R$ 9,89;785753042;OS785753042BR;R$ 83,10;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25931000;;;200;1100;1600;0;20000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;12/04/2023;3220;SEDEX CONTRATO AG;1;120;R$ 9,90;R$ 9,90;785754754;OS785754754BR;R$ 84,70;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;24910000;;;200;1100;1600;0;12000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;28/03/2023;3220;SEDEX CONTRATO AG;1;660;R$ 29,23;R$ 29,23;785752807;OS785752807BR;R$ 85,68;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;13025000;CAMPINAS;SP;200;1100;1600;0;66000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;140;R$ 9,93;R$ 9,93;785752492;OS785752492BR;R$ 87,04;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;25745000;;;200;1100;1600;0;14000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;27/03/2023;3220;SEDEX CONTRATO AG;1;60;R$ 27,03;R$ 27,03;785752501;OS785752501BR;R$ 87,04;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;30350000;BELO HORIZONTE;MG;200;1100;1600;0;6000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;30/03/2023;3220;SEDEX CONTRATO AG;1;100;R$ 18,40;R$ 18,40;785753060;OS785753060BR;R$ 87,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;37470000;SAO LOURENCO;MG;200;1100;1600;0;10000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;23/03/2023;3220;SEDEX CONTRATO AG;1;160;R$ 18,40;R$ 18,40;785752206;OS785752206BR;R$ 87,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;27541000;RESENDE;RJ;200;1100;1600;0;16000
67736440;TECNOPHARMA FARM DE MANIPULACAO LTDA;06/04/2023;3220;SEDEX CONTRATO AG;1;260;R$ 45,52;R$ 45,52;785754153;OS785754153BR;R$ 88,20;R$ 0,00;0;00235037 AGF PEDRO II;20941970;RIO DE JANEIRO;RJ;88705000;TUBARAO;SC;200;1100;1600;0;26000
